token,subject,word,group,language,cons,stress,vot,cog,sd,skew,kurt
BIL_izamarMurieta_daltonian_english_1004,izamarMu,daltonian,bilingual,English,d,unstressed,27.07,2670.411,3064.752,1.373,1.089
BIL_izamarMurieta_daltonian_english_1182,izamarMu,daltonian,bilingual,English,d,unstressed,-56.48,NA,NA,NA,NA
BIL_izamarMurieta_daltonian_english_1282,izamarMu,daltonian,bilingual,English,d,unstressed,27.27,3283.660,3161.587,0.502,-0.908
BIL_izamarMurieta_daltonico_spanish_1116,izamarMu,daltonico,bilingual,Spanish,d,unstressed,-31.90,NA,NA,NA,NA
BIL_izamarMurieta_daltonico_spanish_1122,izamarMu,daltonico,bilingual,Spanish,d,unstressed,0,NA,NA,NA,NA
BIL_izamarMurieta_daltonico_spanish_1136,izamarMu,daltonico,bilingual,Spanish,d,unstressed,-49.67,NA,NA,NA,NA
BIL_izamarMurieta_dama_english_1144,izamarMu,dama,bilingual,English,d,stressed,0,NA,NA,NA,NA
BIL_izamarMurieta_dama_spanish_1066,izamarMu,dama,bilingual,Spanish,d,stressed,-128.22,NA,NA,NA,NA
BIL_izamarMurieta_dama_spanish_1088,izamarMu,dama,bilingual,Spanish,d,stressed,-101.53,NA,NA,NA,NA
BIL_izamarMurieta_damage_english_1020,izamarMu,damage,bilingual,English,d,stressed,29.58,4813.696,3027.201,-0.005,-0.487
BIL_izamarMurieta_damage_english_1048,izamarMu,damage,bilingual,English,d,stressed,-91.74,NA,NA,NA,NA
BIL_izamarMurieta_damage_english_1190,izamarMu,damage,bilingual,English,d,stressed,23.42,3634.425,2612.658,0.709,0.214
BIL_izamarMurieta_damnation_english_1114,izamarMu,damnation,bilingual,English,d,unstressed,-59.12,NA,NA,NA,NA
BIL_izamarMurieta_damnation_english_1156,izamarMu,damnation,bilingual,English,d,unstressed,0,NA,NA,NA,NA
BIL_izamarMurieta_damnation_english_1158,izamarMu,damnation,bilingual,English,d,unstressed,0,NA,NA,NA,NA
BIL_izamarMurieta_damper_english_1060,izamarMu,damper,bilingual,English,d,stressed,27.22,3986.937,3481.904,0.611,-0.843
BIL_izamarMurieta_damper_english_1084,izamarMu,damper,bilingual,English,d,stressed,-121.89,NA,NA,NA,NA
BIL_izamarMurieta_damper_english_1128,izamarMu,damper,bilingual,English,d,stressed,22.23,2834.981,3144.973,1.205,0.559
BIL_izamarMurieta_damper_english_1134,izamarMu,damper,bilingual,English,d,stressed,34.81,3810.651,2494.149,1.458,1.733
BIL_izamarMurieta_damper_english_1212,izamarMu,damper,bilingual,English,d,stressed,28.73,4752.696,2984.783,0.053,-0.661
BIL_izamarMurieta_danar_spanish_1098,izamarMu,danar,bilingual,Spanish,d,unstressed,-71.71,NA,NA,NA,NA
BIL_izamarMurieta_danar_spanish_1166,izamarMu,danar,bilingual,Spanish,d,unstressed,-77.43,NA,NA,NA,NA
BIL_izamarMurieta_danar_spanish_1168,izamarMu,danar,bilingual,Spanish,d,unstressed,-56.85,NA,NA,NA,NA
BIL_izamarMurieta_dancette_english_1018,izamarMu,dancette,bilingual,English,d,unstressed,36.64,4177.695,3082.830,0.417,-0.407
BIL_izamarMurieta_dancette_english_1100,izamarMu,dancette,bilingual,English,d,unstressed,-78.97,NA,NA,NA,NA
BIL_izamarMurieta_dancette_english_1252,izamarMu,dancette,bilingual,English,d,unstressed,-82.90,NA,NA,NA,NA
BIL_izamarMurieta_dancing_english_1036,izamarMu,dancing,bilingual,English,d,stressed,0,NA,NA,NA,NA
BIL_izamarMurieta_dancing_english_1246,izamarMu,dancing,bilingual,English,d,stressed,29.51,3379.353,3113.699,0.861,0.157
BIL_izamarMurieta_dancing_english_1268,izamarMu,dancing,bilingual,English,d,stressed,-111.44,NA,NA,NA,NA
BIL_izamarMurieta_danesa_spanish_1054,izamarMu,danesa,bilingual,Spanish,d,unstressed,-76.99,NA,NA,NA,NA
BIL_izamarMurieta_danesa_spanish_1214,izamarMu,danesa,bilingual,Spanish,d,unstressed,-69.38,NA,NA,NA,NA
BIL_izamarMurieta_danesa_spanish_1242,izamarMu,danesa,bilingual,Spanish,d,unstressed,-59.90,NA,NA,NA,NA
BIL_izamarMurieta_daniella_english_1016,izamarMu,danielle,bilingual,English,d,unstressed,30.64,3473.458,3082.063,0.602,-0.706
BIL_izamarMurieta_danielle_english_1022,izamarMu,danielle,bilingual,English,d,unstressed,-65.61,NA,NA,NA,NA
BIL_izamarMurieta_danielle_english_1264,izamarMu,danielle,bilingual,English,d,unstressed,-42.42,NA,NA,NA,NA
BIL_izamarMurieta_danino_spanish_1068,izamarMu,danino,bilingual,Spanish,d,unstressed,-96.64,NA,NA,NA,NA
BIL_izamarMurieta_danino_spanish_1162,izamarMu,danino,bilingual,Spanish,d,unstressed,-49.26,NA,NA,NA,NA
BIL_izamarMurieta_danino_spanish_1236,izamarMu,danino,bilingual,Spanish,d,unstressed,-77.64,NA,NA,NA,NA
BIL_izamarMurieta_dano_spanish_1104,izamarMu,dano,bilingual,Spanish,d,stressed,-72.69,NA,NA,NA,NA
BIL_izamarMurieta_dano_spanish_1132,izamarMu,dano,bilingual,Spanish,d,stressed,-128.61,NA,NA,NA,NA
BIL_izamarMurieta_danza_spanish_1012,izamarMu,danza,bilingual,Spanish,d,stressed,-74.45,NA,NA,NA,NA
BIL_izamarMurieta_danza_spanish_1076,izamarMu,danza,bilingual,Spanish,d,stressed,-75.79,NA,NA,NA,NA
BIL_izamarMurieta_danza_spanish_1080,izamarMu,danza,bilingual,Spanish,d,stressed,-62.94,NA,NA,NA,NA
BIL_izamarMurieta_danza_spanish_1118,izamarMu,danza,bilingual,Spanish,d,stressed,-94.26,NA,NA,NA,NA
BIL_izamarMurieta_danzar_spanish_1034,izamarMu,danzar,bilingual,Spanish,d,unstressed,-85.10,NA,NA,NA,NA
BIL_izamarMurieta_danzar_spanish_1198,izamarMu,danzar,bilingual,Spanish,d,unstressed,-74.92,NA,NA,NA,NA
BIL_izamarMurieta_danzar_spanish_1278,izamarMu,danzar,bilingual,Spanish,d,unstressed,-67.91,NA,NA,NA,NA
BIL_izamarMurieta_dazzle_english_1002,izamarMu,dazzle,bilingual,English,d,stressed,26.64,7112.967,3090.762,-0.638,-0.225
BIL_izamarMurieta_dazzle_english_1026,izamarMu,dazzle,bilingual,English,d,stressed,-71.14,NA,NA,NA,NA
BIL_izamarMurieta_dazzle_english_1270,izamarMu,dazzle,bilingual,English,d,stressed,-54.19,NA,NA,NA,NA
BIL_izamarMurieta_tabaco_spanish_1070,izamarMu,tabaco,bilingual,Spanish,t,unstressed,13.04,1469.616,1806.939,2.335,9.644
BIL_izamarMurieta_tabaco_spanish_1112,izamarMu,tabaco,bilingual,Spanish,t,unstressed,17.86,1487.689,1518.770,2.662,13.785
BIL_izamarMurieta_tabaco_spanish_1224,izamarMu,tabaco,bilingual,Spanish,t,unstressed,13.86,2695.291,2540.157,1.226,1.405
BIL_izamarMurieta_taberna_spanish_1052,izamarMu,taberna,bilingual,Spanish,t,unstressed,12.13,2007.148,1976.013,1.777,3.585
BIL_izamarMurieta_taberna_spanish_1120,izamarMu,taberna,bilingual,Spanish,t,unstressed,11.11,1041.735,1360.971,3.376,13.258
BIL_izamarMurieta_taberna_spanish_1142,izamarMu,taberna,bilingual,Spanish,t,unstressed,12.89,1087.185,1237.561,3.854,22.113
BIL_izamarMurieta_tabla_spanish_1138,izamarMu,tabla,bilingual,Spanish,t,stressed,8.08,1139.692,1392.127,2.834,13.212
BIL_izamarMurieta_tabla_spanish_1176,izamarMu,tabla,bilingual,Spanish,t,stressed,11.11,2935.604,2208.195,1.419,3.122
BIL_izamarMurieta_tabla_spanish_1260,izamarMu,tabla,bilingual,Spanish,t,stressed,10.17,1675.830,1898.692,1.745,3.381
BIL_izamarMurieta_tabloid_english_1174,izamarMu,tabloid,bilingual,English,t,stressed,91.26,NA,NA,NA,NA
BIL_izamarMurieta_tabloid_english_1186,izamarMu,tabloid,bilingual,English,t,stressed,86.89,NA,NA,NA,NA
BIL_izamarMurieta_tabloid_english_1258,izamarMu,tabloid,bilingual,English,t,stressed,103.03,NA,NA,NA,NA
BIL_izamarMurieta_taboo_english_1032,izamarMu,taboo,bilingual,English,t,unstressed,110.25,NA,NA,NA,NA
BIL_izamarMurieta_taboo_english_1056,izamarMu,taboo,bilingual,English,t,unstressed,87.51,NA,NA,NA,NA
BIL_izamarMurieta_taboo_english_1130,izamarMu,taboo,bilingual,English,t,unstressed,99.62,NA,NA,NA,NA
BIL_izamarMurieta_taboo_english_1272,izamarMu,taboo,bilingual,English,t,unstressed,94.10,NA,NA,NA,NA
BIL_izamarMurieta_tackle_english_1148,izamarMu,tackle,bilingual,English,t,stressed,102.97,NA,NA,NA,NA
BIL_izamarMurieta_tackle_english_1180,izamarMu,tackle,bilingual,English,t,stressed,88.39,NA,NA,NA,NA
BIL_izamarMurieta_tackle_english_1240,izamarMu,tackle,bilingual,English,t,stressed,101.82,NA,NA,NA,NA
BIL_izamarMurieta_tactics_english_1078,izamarMu,tactics,bilingual,English,t,stressed,0,NA,NA,NA,NA
BIL_izamarMurieta_tactics_english_1108,izamarMu,tactics,bilingual,English,t,stressed,121.84,NA,NA,NA,NA
BIL_izamarMurieta_tactics_english_1164,izamarMu,tactics,bilingual,English,t,stressed,80.53,NA,NA,NA,NA
BIL_izamarMurieta_tactil_spanish_1094,izamarMu,tactil,bilingual,Spanish,t,stressed,13.95,2586.787,2397.667,1.449,2.374
BIL_izamarMurieta_tactil_spanish_1172,izamarMu,tactil,bilingual,Spanish,t,stressed,9.33,2288.203,1709.827,2.010,6.971
BIL_izamarMurieta_tactil_spanish_1210,izamarMu,tactil,bilingual,Spanish,t,stressed,9.78,2187.768,2266.970,1.786,2.830
BIL_izamarMurieta_tamano_spanish_1030,izamarMu,tamano,bilingual,Spanish,t,unstressed,14.56,1141.143,1283.797,3.027,13.518
BIL_izamarMurieta_tamano_spanish_1044,izamarMu,tamano,bilingual,Spanish,t,unstressed,11.12,2270.368,2184.054,1.513,2.348
BIL_izamarMurieta_tamano_spanish_1220,izamarMu,tamano,bilingual,Spanish,t,unstressed,9.04,2070.015,2262.462,2.095,4.244
BIL_izamarMurieta_tambien_spanish_1226,izamarMu,tambien,bilingual,Spanish,t,unstressed,14.07,2884.772,2210.059,1.819,5.626
BIL_izamarMurieta_tambien_spanish_1234,izamarMu,tambien,bilingual,Spanish,t,unstressed,14.97,978.098,1440.512,4.630,25.250
BIL_izamarMurieta_tambien_spanish_1266,izamarMu,tambien,bilingual,Spanish,t,unstressed,17.53,2045.692,2132.251,2.397,7.716
BIL_izamarMurieta_tambourine_english_1126,izamarMu,tambourine,bilingual,English,t,unstressed,0,NA,NA,NA,NA
BIL_izamarMurieta_tambourine_english_1184,izamarMu,tambourine,bilingual,English,t,unstressed,104.41,NA,NA,NA,NA
BIL_izamarMurieta_tambourine_english_1280,izamarMu,tambourine,bilingual,English,t,unstressed,97.97,NA,NA,NA,NA
BIL_izamarMurieta_tampoco_spanish_1192,izamarMu,tampoco,bilingual,Spanish,t,unstressed,14.37,1542.613,1430.778,2.791,12.485
BIL_izamarMurieta_tampoco_spanish_1204,izamarMu,tampoco,bilingual,Spanish,t,unstressed,12.29,1872.101,2001.427,1.780,4.069
BIL_izamarMurieta_tampoco_spanish_1222,izamarMu,tampoco,bilingual,Spanish,t,unstressed,14.30,2379.282,2133.581,1.582,4.116
BIL_izamarMurieta_tanker_english_1028,izamarMu,tanker,bilingual,English,t,stressed,101.74,NA,NA,NA,NA
BIL_izamarMurieta_tanker_english_1170,izamarMu,tanker,bilingual,English,t,stressed,99.50,NA,NA,NA,NA
BIL_izamarMurieta_tanker_english_1194,izamarMu,tanker,bilingual,English,t,stressed,89.70,NA,NA,NA,NA
BIL_izamarMurieta_tanque_spanish_1202,izamarMu,tanque,bilingual,Spanish,t,stressed,14.03,1366.915,1792.865,2.583,8.365
BIL_izamarMurieta_tanque_spanish_1218,izamarMu,tanque,bilingual,Spanish,t,stressed,11.86,2462.767,1979.786,1.954,4.902
BIL_izamarMurieta_tanque_spanish_1274,izamarMu,tanque,bilingual,Spanish,t,stressed,6.30,1692.178,1476.419,1.447,3.520
BIL_izamarMurieta_tanto_spanish_1178,izamarMu,tanto,bilingual,Spanish,t,stressed,12.96,1213.465,1757.873,3.183,11.297
BIL_izamarMurieta_tanto_spanish_1230,izamarMu,tanto,bilingual,Spanish,t,stressed,11.59,2165.709,1861.294,1.645,4.200
BIL_izamarMurieta_tantrum_english_1024,izamarMu,tantrum,bilingual,English,t,stressed,104.56,NA,NA,NA,NA
BIL_izamarMurieta_tantrum_english_1062,izamarMu,tantrum,bilingual,English,t,stressed,105.23,NA,NA,NA,NA
BIL_izamarMurieta_tantrum_english_1064,izamarMu,tantrum,bilingual,English,t,stressed,78.92,NA,NA,NA,NA
BIL_izamarMurieta_tapioca_english_1050,izamarMu,tapioca,bilingual,English,t,unstressed,74.39,NA,NA,NA,NA
BIL_izamarMurieta_tapioca_english_1146,izamarMu,tapioca,bilingual,English,t,unstressed,66.66,NA,NA,NA,NA
BIL_izamarMurieta_tapioca_english_1248,izamarMu,tapioca,bilingual,English,t,unstressed,91.34,NA,NA,NA,NA
BIL_izamarMurieta_tattoo_english_1058,izamarMu,tattoo,bilingual,English,t,unstressed,84.42,NA,NA,NA,NA
BIL_izamarMurieta_tattoo_english_1092,izamarMu,tattoo,bilingual,English,t,unstressed,81.30,NA,NA,NA,NA
BIL_izamarMurieta_tattoo_english_1200,izamarMu,tattoo,bilingual,English,t,unstressed,80.74,NA,NA,NA,NA
BIL_izamarMurieta_tattooing_english_1014,izamarMu,tattooing,bilingual,English,t,unstressed,86.72,NA,NA,NA,NA
BIL_izamarMurieta_tattooing_english_1228,izamarMu,tattooing,bilingual,English,t,unstressed,83.74,NA,NA,NA,NA
BIL_izamarMurieta_tattooing_english_1262,izamarMu,tattooing,bilingual,English,t,unstressed,76.69,NA,NA,NA,NA
BIL_izamarMurieta_taza_spanish_1082,izamarMu,danza,bilingual,Spanish,d,stressed,-107.73,NA,NA,NA,NA
BIL_izamarMurieta_taza_spanish_1238,izamarMu,taza,bilingual,Spanish,t,stressed,16.59,815.583,978.736,4.764,39.853
BIL_jeanetteValencia_daba_spanish_1234,jeanette,daba,bilingual,Spanish,d,stressed,-122.44,NA,NA,NA,NA
BIL_jeanetteValencia_daga_spanish_1004,jeanette,daga,bilingual,Spanish,d,stressed,-90.72,NA,NA,NA,NA
BIL_jeanetteValencia_daga_spanish_1042,jeanette,daga,bilingual,Spanish,d,stressed,-92.87,NA,NA,NA,NA
BIL_jeanetteValencia_daga_spanish_1050,jeanette,daga,bilingual,Spanish,d,stressed,-101.17,NA,NA,NA,NA
BIL_jeanetteValencia_daga_spanish_1094,jeanette,daga,bilingual,Spanish,d,stressed,-81.46,NA,NA,NA,NA
BIL_jeanetteValencia_daga_spanish_1218,jeanette,daga,bilingual,Spanish,d,stressed,-100.93,NA,NA,NA,NA
BIL_jeanetteValencia_dagger_english_1036,jeanette,dagger,bilingual,English,d,stressed,20.90,5812.836,2882.014,-0.208,-0.219
BIL_jeanetteValencia_dagger_english_1166,jeanette,dagger,bilingual,English,d,stressed,20.08,3399.563,1981.284,0.803,3.247
BIL_jeanetteValencia_dagger_english_1206,jeanette,dagger,bilingual,English,d,stressed,23.91,4356.302,2241.774,0.508,1.197
BIL_jeanetteValencia_dakota_english_1084,jeanette,dakota,bilingual,English,d,unstressed,14.31,3662.301,1789.389,-0.168,1.268
BIL_jeanetteValencia_dakota_english_1116,jeanette,dakota,bilingual,English,d,unstressed,18.82,3141.121,1953.394,0.280,0.924
BIL_jeanetteValencia_dakota_english_1126,jeanette,dakota,bilingual,English,d,unstressed,20.29,3128.614,1791.323,-0.075,1.241
BIL_jeanetteValencia_daltonian_english_1196,jeanette,daltonian,bilingual,English,d,unstressed,24.67,4506.074,2457.948,0.842,1.363
BIL_jeanetteValencia_daltonian_english_1228,jeanette,daltonian,bilingual,English,d,unstressed,25.21,2307.107,2791.180,1.538,2.188
BIL_jeanetteValencia_daltonian_english_1272,jeanette,daltonian,bilingual,English,d,unstressed,27.06,3265.219,2852.429,0.923,0.413
BIL_jeanetteValencia_daltonico_spanish_1006,jeanette,daltonico,bilingual,Spanish,d,unstressed,-68.22,NA,NA,NA,NA
BIL_jeanetteValencia_daltonico_spanish_1128,jeanette,daltonico,bilingual,Spanish,d,unstressed,-84.79,NA,NA,NA,NA
BIL_jeanetteValencia_daltonico_spanish_1134,jeanette,daltonico,bilingual,Spanish,d,unstressed,20.94,NA,NA,NA,NA
BIL_jeanetteValencia_dama_spanish_1176,jeanette,dama,bilingual,Spanish,d,stressed,-89.85,NA,NA,NA,NA
BIL_jeanetteValencia_dama_spanish_1264,jeanette,dama,bilingual,Spanish,d,stressed,-104.87,NA,NA,NA,NA
BIL_jeanetteValencia_dama_spanish_1278,jeanette,dama,bilingual,Spanish,d,stressed,-124.11,NA,NA,NA,NA
BIL_jeanetteValencia_damage_english_1064,jeanette,damage,bilingual,English,d,stressed,26.52,4514.168,1930.384,1.186,3.809
BIL_jeanetteValencia_damage_english_1100,jeanette,damage,bilingual,English,d,stressed,16.48,3910.489,1423.112,-0.269,4.857
BIL_jeanetteValencia_damage_english_1256,jeanette,damage,bilingual,English,d,stressed,22.66,4065.739,2051.307,-0.061,1.262
BIL_jeanetteValencia_damnation_english_1160,jeanette,damnation,bilingual,English,d,unstressed,26.17,2643.782,2510.372,1.212,2.400
BIL_jeanetteValencia_damnation_english_1170,jeanette,damnation,bilingual,English,d,unstressed,26.81,2654.330,1992.604,1.241,3.524
BIL_jeanetteValencia_damnation_english_1282,jeanette,damnation,bilingual,English,d,unstressed,30.96,4540.843,2436.870,0.454,0.414
BIL_jeanetteValencia_damper_english_1082,jeanette,damper,bilingual,English,d,stressed,28.18,847.677,1704.111,3.040,11.493
BIL_jeanetteValencia_damper_english_1270,jeanette,damper,bilingual,English,d,stressed,17.54,3763.071,1768.910,0.130,2.831
BIL_jeanetteValencia_damper_english_1284,jeanette,damper,bilingual,English,d,stressed,29.12,3806.436,2087.383,0.218,1.830
BIL_jeanetteValencia_danar_spanish_1016,jeanette,danar,bilingual,Spanish,d,unstressed,-81.53,NA,NA,NA,NA
BIL_jeanetteValencia_danar_spanish_1060,jeanette,danar,bilingual,Spanish,d,unstressed,-84.99,NA,NA,NA,NA
BIL_jeanetteValencia_danar_spanish_1062,jeanette,danar,bilingual,Spanish,d,unstressed,-67.54,NA,NA,NA,NA
BIL_jeanetteValencia_dancette_english_1222,jeanette,dancette,bilingual,English,d,unstressed,23.04,3776.176,2243.245,-0.128,0.151
BIL_jeanetteValencia_dancette_english_1262,jeanette,dancette,bilingual,English,d,unstressed,16.49,4015.938,1743.078,0.508,3.644
BIL_jeanetteValencia_dancing_english_1106,jeanette,dancing,bilingual,English,d,stressed,26.57,3822.519,1818.716,-0.132,2.089
BIL_jeanetteValencia_dancing_english_1216,jeanette,dancing,bilingual,English,d,stressed,21.43,3626.384,1843.341,0.335,1.900
BIL_jeanetteValencia_dancing_english_1236,jeanette,dancing,bilingual,English,d,stressed,22.01,4199.372,2191.523,0.150,1.044
BIL_jeanetteValencia_danesa_spanish_1074,jeanette,danesa,bilingual,Spanish,d,unstressed,-81.99,NA,NA,NA,NA
BIL_jeanetteValencia_danesa_spanish_1092,jeanette,danesa,bilingual,Spanish,d,unstressed,-101.83,NA,NA,NA,NA
BIL_jeanetteValencia_danesa_spanish_1204,jeanette,danesa,bilingual,Spanish,d,unstressed,-25.61,NA,NA,NA,NA
BIL_jeanetteValencia_danielle_english_1102,jeanette,danielle,bilingual,English,d,unstressed,22.17,3336.250,2054.032,0.328,0.970
BIL_jeanetteValencia_danielle_english_1150,jeanette,danielle,bilingual,English,d,unstressed,20.15,4155.482,1931.173,0.313,2.664
BIL_jeanetteValencia_danielle_english_1244,jeanette,danielle,bilingual,English,d,unstressed,17.68,3305.101,2200.877,0.765,1.761
BIL_jeanetteValencia_danino_spanish_1120,jeanette,danino,bilingual,Spanish,d,unstressed,-76.64,NA,NA,NA,NA
BIL_jeanetteValencia_danino_spanish_1266,jeanette,danino,bilingual,Spanish,d,unstressed,-49.64,NA,NA,NA,NA
BIL_jeanetteValencia_danino_spanish_1280,jeanette,danino,bilingual,Spanish,d,unstressed,-23.80,NA,NA,NA,NA
BIL_jeanetteValencia_dano_spanish_1054,jeanette,dano,bilingual,Spanish,d,stressed,-98.90,NA,NA,NA,NA
BIL_jeanetteValencia_dano_spanish_1188,jeanette,dano,bilingual,Spanish,d,stressed,-79.90,NA,NA,NA,NA
BIL_jeanetteValencia_dano_spanish_1214,jeanette,dano,bilingual,Spanish,d,stressed,-104.87,NA,NA,NA,NA
BIL_jeanetteValencia_danza_spanish_1048,jeanette,danza,bilingual,Spanish,d,stressed,-84.15,NA,NA,NA,NA
BIL_jeanetteValencia_danza_spanish_1130,jeanette,danza,bilingual,Spanish,d,stressed,-94.57,NA,NA,NA,NA
BIL_jeanetteValencia_danza_spanish_1288,jeanette,danza,bilingual,Spanish,d,stressed,-69.18,NA,NA,NA,NA
BIL_jeanetteValencia_danzar_spanish_1030,jeanette,danzar,bilingual,Spanish,d,unstressed,-49.71,NA,NA,NA,NA
BIL_jeanetteValencia_danzar_spanish_1122,jeanette,danzar,bilingual,Spanish,d,unstressed,-105.36,NA,NA,NA,NA
BIL_jeanetteValencia_danzar_spanish_1254,jeanette,danzar,bilingual,Spanish,d,unstressed,-72.62,NA,NA,NA,NA
BIL_jeanetteValencia_dazzle_english_1002,jeanette,dazzle,bilingual,English,d,stressed,27.85,4495.054,2376.819,0.299,0.845
BIL_jeanetteValencia_dazzle_english_1026,jeanette,dazzle,bilingual,English,d,stressed,20.63,3182.151,1845.632,-0.641,-0.335
BIL_jeanetteValencia_dazzle_english_1152,jeanette,dazzle,bilingual,English,d,stressed,20.62,2595.686,2286.526,0.400,-0.500
BIL_jeanetteValencia_tabaco_spanish_1080,jeanette,tabaco,bilingual,Spanish,t,unstressed,12.27,1385.069,2030.416,3.112,9.627
BIL_jeanetteValencia_tabaco_spanish_1164,jeanette,tabaco,bilingual,Spanish,t,unstressed,14.75,751.166,1111.918,3.959,22.868
BIL_jeanetteValencia_tabaco_spanish_1240,jeanette,tabaco,bilingual,Spanish,t,unstressed,12.24,952.582,1412.582,3.688,19.806
BIL_jeanetteValencia_taberna_spanish_1014,jeanette,taberna,bilingual,Spanish,t,unstressed,10.70,855.965,952.772,5.961,54.274
BIL_jeanetteValencia_taberna_spanish_1046,jeanette,taberna,bilingual,Spanish,t,unstressed,12.26,1935.337,2061.055,2.022,5.539
BIL_jeanetteValencia_taberna_spanish_1162,jeanette,taberna,bilingual,Spanish,t,unstressed,9.93,1425.539,1669.143,2.380,8.487
BIL_jeanetteValencia_tabla_spanish_1066,jeanette,tabla,bilingual,Spanish,t,stressed,12.62,913.093,1197.961,4.760,32.013
BIL_jeanetteValencia_tabla_spanish_1156,jeanette,tabla,bilingual,Spanish,t,stressed,10.05,840.477,1097.532,5.399,35.590
BIL_jeanetteValencia_tabla_spanish_1192,jeanette,tabla,bilingual,Spanish,t,stressed,8.88,1631.004,1455.047,2.854,12.623
BIL_jeanetteValencia_tabloid_english_1018,jeanette,tabloid,bilingual,English,t,stressed,98.34,NA,NA,NA,NA
BIL_jeanetteValencia_tabloid_english_1114,jeanette,tabloid,bilingual,English,t,stressed,89.87,NA,NA,NA,NA
BIL_jeanetteValencia_tabloid_english_1132,jeanette,tabloid,bilingual,English,t,stressed,107.11,NA,NA,NA,NA
BIL_jeanetteValencia_taboo_english_1112,jeanette,taboo,bilingual,English,t,unstressed,59.57,NA,NA,NA,NA
BIL_jeanetteValencia_taboo_english_1144,jeanette,taboo,bilingual,English,t,unstressed,65.00,NA,NA,NA,NA
BIL_jeanetteValencia_taboo_english_1248,jeanette,taboo,bilingual,English,t,unstressed,38.20,NA,NA,NA,NA
BIL_jeanetteValencia_tackle_english_1190,jeanette,tackle,bilingual,English,t,stressed,72.72,NA,NA,NA,NA
BIL_jeanetteValencia_tackle_english_1210,jeanette,tackle,bilingual,English,t,stressed,82.93,NA,NA,NA,NA
BIL_jeanetteValencia_tackle_english_1224,jeanette,tackle,bilingual,English,t,stressed,75.70,NA,NA,NA,NA
BIL_jeanetteValencia_tactics_english_1010,jeanette,tactics,bilingual,English,t,stressed,90.66,NA,NA,NA,NA
BIL_jeanetteValencia_tactics_english_1052,jeanette,tactics,bilingual,English,t,stressed,80.27,NA,NA,NA,NA
